n,pts_time,fps,frame_idx
204,867.6,25.0,21690
205,873.76,25.0,21844
206,879.64,25.0,21991
207,885.6,25.0,22140
208,890.4,25.0,22260
209,896.92,25.0,22423
210,903.6,25.0,22590
211,907.2,25.0,22680
212,912.28,25.0,22807
213,913.2,25.0,22830
214,916.8,25.0,22920
215,921.08,25.0,23027
216,923.52,25.0,23088
217,926.0,25.0,23150
218,926.4,25.0,23160
219,931.16,25.0,23279
220,938.16,25.0,23454
221,942.0,25.0,23550
222,945.52,25.0,23638
223,950.2,25.0,23755
224,956.4,25.0,23910
225,959.88,25.0,23997
226,963.12,25.0,24078
227,969.08,25.0,24227
228,974.4,25.0,24360
229,980.4,25.0,24510
230,981.12,25.0,24528
231,985.68,25.0,24642
232,986.4,25.0,24660
233,990.44,25.0,24761
234,992.6,25.0,24815
235,994.44,25.0,24861
236,999.6,25.0,24990
237,1004.28,25.0,25107
238,1005.6,25.0,25140
239,1009.0,25.0,25225
240,1013.4,25.0,25335
241,1014.0,25.0,25350
242,1016.96,25.0,25424
243,1020.0,25.0,25500
244,1024.36,25.0,25608
245,1024.8,25.0,25620
246,1028.36,25.0,25708
247,1032.4,25.0,25810
248,1033.2,25.0,25830
249,1039.96,25.0,25999
250,1044.68,25.0,26117
251,1050.44,25.0,26261
252,1053.52,25.0,26338
253,1059.6,25.0,26489
254,1063.0,25.0,26575
255,1066.96,25.0,26674
256,1068.0,25.0,26700
257,1072.8,25.0,26820
258,1079.68,25.0,26992
259,1082.68,25.0,27067
260,1089.6,25.0,27239
261,1095.6,25.0,27389
1,0.0,25.0,0
2,4.8,25.0,120
3,11.52,25.0,288
4,13.64,25.0,341
5,18.0,25.0,450
6,18.72,25.0,468
7,21.2,25.0,530
8,23.68,25.0,592
9,24.0,25.0,600
10,27.4,25.0,685
11,29.76,25.0,744
12,36.6,25.0,915
13,39.6,25.0,990
14,44.0,25.0,1100
15,49.2,25.0,1230
16,51.76,25.0,1294
17,54.0,25.0,1350
18,58.8,25.0,1470
19,60.0,25.0,1500
20,64.12,25.0,1603
21,66.72,25.0,1668
22,72.16,25.0,1804
23,78.0,25.0,1950
24,80.72,25.0,2018
25,84.0,25.0,2100
26,86.72,25.0,2168
27,89.52,25.0,2238
28,94.16,25.0,2354
29,97.16,25.0,2429
30,101.76,25.0,2544
31,104.16,25.0,2604
32,109.2,25.0,2730
33,112.8,25.0,2820
34,118.8,25.0,2970
35,123.6,25.0,3090
36,126.56,25.0,3164
37,127.2,25.0,3180
38,133.2,25.0,3329
39,137.16,25.0,3429
40,138.4,25.0,3460
41,144.76,25.0,3619
42,145.2,25.0,3629
43,148.8,25.0,3720
44,153.84,25.0,3846
45,159.52,25.0,3988
46,164.64,25.0,4116
47,167.64,25.0,4191
48,170.72,25.0,4268
49,174.56,25.0,4364
50,180.0,25.0,4500
51,186.52,25.0,4663
52,189.6,25.0,4740
53,194.4,25.0,4860
54,197.04,25.0,4926
55,200.4,25.0,5010
56,202.84,25.0,5071
57,206.4,25.0,5160
58,207.68,25.0,5192
59,209.52,25.0,5238
60,212.4,25.0,5310
61,215.44,25.0,5386
62,219.4,25.0,5485
63,225.6,25.0,5640
64,231.36,25.0,5784
65,231.6,25.0,5790
66,234.0,25.0,5850
67,237.6,25.0,5940
68,242.56,25.0,6064
69,243.6,25.0,6090
70,246.28,25.0,6157
71,250.12,25.0,6253
72,256.92,25.0,6423
73,261.6,25.0,6540
74,266.12,25.0,6653
75,271.2,25.0,6780
76,275.04,25.0,6876
77,276.48,25.0,6912
78,278.0,25.0,6950
79,279.28,25.0,6981
80,283.2,25.0,7080
81,284.68,25.0,7117
82,288.08,25.0,7202
83,289.24,25.0,7231
84,294.0,25.0,7350
85,298.8,25.0,7470
86,304.72,25.0,7618
87,308.2,25.0,7705
88,309.6,25.0,7740
89,313.08,25.0,7827
90,320.08,25.0,8002
91,325.2,25.0,8130
92,330.6,25.0,8265
93,334.8,25.0,8370
94,339.6,25.0,8490
95,344.4,25.0,8610
96,349.92,25.0,8748
97,350.4,25.0,8760
98,356.4,25.0,8910
99,361.2,25.0,9030
100,366.0,25.0,9150
101,369.64,25.0,9241
102,375.6,25.0,9390
103,379.8,25.0,9495
104,381.72,25.0,9543
105,387.6,25.0,9690
106,392.04,25.0,9801
107,399.0,25.0,9975
108,402.0,25.0,10050
109,407.32,25.0,10183
110,414.32,25.0,10358
111,421.2,25.0,10530
112,424.8,25.0,10620
113,431.04,25.0,10776
114,438.0,25.0,10950
115,445.0,25.0,11125
116,448.8,25.0,11220
117,452.84,25.0,11321
118,456.84,25.0,11421
119,459.6,25.0,11490
120,465.28,25.0,11632
121,465.6,25.0,11640
122,468.72,25.0,11718
123,471.6,25.0,11790
124,474.24,25.0,11856
125,477.16,25.0,11929
126,484.16,25.0,12104
127,487.2,25.0,12180
128,491.68,25.0,12292
129,494.68,25.0,12367
130,500.4,25.0,12510
131,505.2,25.0,12630
132,507.08,25.0,12677
133,510.0,25.0,12750
134,514.8,25.0,12869
135,517.84,25.0,12946
136,519.76,25.0,12994
137,520.8,25.0,13019
138,526.8,25.0,13169
139,532.68,25.0,13316
140,539.68,25.0,13491
141,546.0,25.0,13650
142,549.6,25.0,13740
143,553.2,25.0,13830
144,558.32,25.0,13958
145,565.04,25.0,14126
146,569.68,25.0,14241
147,572.28,25.0,14307
148,575.2,25.0,14380
149,579.48,25.0,14487
150,582.04,25.0,14551
151,588.0,25.0,14700
152,591.44,25.0,14786
153,594.0,25.0,14850
154,600.56,25.0,15013
155,607.56,25.0,15188
156,611.36,25.0,15284
157,614.88,25.0,15372
158,620.4,25.0,15510
159,623.8,25.0,15594
160,626.44,25.0,15661
161,629.72,25.0,15743
162,633.88,25.0,15847
163,637.04,25.0,15926
164,640.8,25.0,16019
165,644.44,25.0,16111
166,646.8,25.0,16169
167,650.4,25.0,16260
168,655.2,25.0,16380
169,660.36,25.0,16509
170,661.2,25.0,16530
171,666.0,25.0,16650
172,669.2,25.0,16730
173,673.2,25.0,16830
174,680.2,25.0,17005
175,684.0,25.0,17100
176,690.0,25.0,17250
177,692.68,25.0,17317
178,694.8,25.0,17370
179,697.28,25.0,17432
180,698.4,25.0,17460
181,700.48,25.0,17512
182,704.4,25.0,17610
183,708.0,25.0,17700
184,710.2,25.0,17755
185,711.6,25.0,17790
186,714.68,25.0,17867
187,717.8,25.0,17945
188,722.0,25.0,18050
189,722.4,25.0,18060
190,724.84,25.0,18121
191,726.0,25.0,18150
192,728.6,25.0,18215
193,732.0,25.0,18300
194,733.08,25.0,18327
195,738.8,25.0,18470
196,743.12,25.0,18578
197,746.0,25.0,18650
198,750.0,25.0,18750
199,753.2,25.0,18830
200,756.08,25.0,18902
201,757.2,25.0,18930
202,764.2,25.0,19105
203,770.32,25.0,19258
204,776.4,25.0,19410
205,778.76,25.0,19469
206,780.0,25.0,19500
207,784.52,25.0,19613
208,790.8,25.0,19770
209,797.76,25.0,19944
210,803.32,25.0,20083
211,810.32,25.0,20258
212,814.44,25.0,20361
213,818.4,25.0,20460
214,825.4,25.0,20635
215,832.4,25.0,20810
216,839.28,25.0,20982
217,844.36,25.0,21109
218,845.12,25.0,21128
219,849.16,25.0,21229
220,850.6,25.0,21265
221,852.04,25.0,21301
222,859.04,25.0,21476
223,865.2,25.0,21630
224,870.16,25.0,21754
225,874.8,25.0,21870
226,880.8,25.0,22020
227,884.4,25.0,22110
228,890.4,25.0,22260
229,894.36,25.0,22359
230,896.92,25.0,22423
231,899.36,25.0,22484
232,904.52,25.0,22613
233,911.52,25.0,22788
234,918.0,25.0,22950
235,921.24,25.0,23031
236,924.44,25.0,23111
237,928.68,25.0,23217
238,932.08,25.0,23302
239,935.96,25.0,23399
240,939.68,25.0,23492
241,944.08,25.0,23602
242,948.56,25.0,23714
243,951.88,25.0,23797
244,952.8,25.0,23820
245,956.36,25.0,23909
246,959.76,25.0,23994
247,963.52,25.0,24088
248,968.56,25.0,24214
249,973.32,25.0,24333
250,975.16,25.0,24379
251,982.0,25.0,24550
252,987.12,25.0,24678
253,992.4,25.0,24810
254,997.2,25.0,24930
255,1003.8,25.0,25095
256,1009.2,25.0,25230
257,1012.56,25.0,25314
258,1014.68,25.0,25367
259,1018.8,25.0,25470
260,1022.4,25.0,25560
261,1028.4,25.0,25710
262,1033.2,25.0,25830
263,1037.04,25.0,25926
264,1039.2,25.0,25980
265,1042.8,25.0,26070
266,1045.8,25.0,26145
267,1052.8,25.0,26320
268,1055.8,25.0,26395
269,1060.8,25.0,26520
270,1064.4,25.0,26610
271,1069.2,25.0,26730
272,1076.0,25.0,26900
273,1081.16,25.0,27029
274,1084.12,25.0,27102
275,1087.04,25.0,27176
276,1089.52,25.0,27238
277,1092.16,25.0,27304
278,1093.2,25.0,27330
279,1094.76,25.0,27369
280,1097.72,25.0,27443
281,1100.44,25.0,27511
282,1102.8,25.0,27570
283,1105.92,25.0,27648
284,1107.6,25.0,27689
285,1111.2,25.0,27780
1,0.0,30.0,0
2,3.0,30.0,90
3,7.56667,30.0,227
4,10.5667,30.0,317
5,12.9667,30.0,389
6,16.7667,30.0,503
7,18.0667,30.0,542
8,21.2,30.0,636
9,23.0,30.0,690
10,28.7667,30.0,863
11,29.6667,30.0,890
12,36.5333,30.0,1095
13,42.7333,30.0,1281
14,44.7667,30.0,1343
15,48.6667,30.0,1460
16,51.9333,30.0,1557
17,56.9333,30.0,1707
18,61.9333,30.0,1857
19,66.5333,30.0,1995
20,71.5333,30.0,2145
21,76.5333,30.0,2295
22,81.9,30.0,2457
23,88.7333,30.0,2661
24,93.3,30.0,2799
25,94.2667,30.0,2828
26,99.6667,30.0,2990
27,104.4,30.0,3132
28,105.933,30.0,3177
29,112.933,30.0,3387
30,118.767,30.0,3563
31,124.0,30.0,3720
32,129.167,30.0,3875
33,135.367,30.0,4061
34,139.167,30.0,4175
35,144.3,30.0,4329
36,147.867,30.0,4436
37,149.967,30.0,4499
38,154.9,30.0,4647
39,157.4,30.0,4722
40,159.6,30.0,4788
41,160.367,30.0,4811
42,164.367,30.0,4931
43,169.7,30.0,5091
44,172.467,30.0,5174
45,176.667,30.0,5300
46,181.5,30.0,5445
47,184.7,30.0,5541
48,191.7,30.0,5751
49,195.133,30.0,5853
50,198.8,30.0,5964
51,204.2,30.0,6126
52,208.167,30.0,6245
53,213.1,30.0,6393
54,215.867,30.0,6476
55,218.6,30.0,6558
56,220.9,30.0,6627
57,224.9,30.0,6747
58,228.133,30.0,6843
59,230.8,30.0,6924
60,235.367,30.0,7061
61,238.4,30.0,7152
62,241.367,30.0,7241
63,247.367,30.0,7421
64,250.767,30.0,7523
65,251.767,30.0,7553
66,253.7,30.0,7611
67,255.333,30.0,7659
68,257.967,30.0,7739
69,258.467,30.0,7754
70,265.467,30.0,7964
71,272.467,30.0,8174
72,275.867,30.0,8276
73,279.7,30.0,8391
74,283.933,30.0,8517
75,290.767,30.0,8723
76,294.667,30.0,8840
77,298.4,30.0,8952
78,303.067,30.0,9092
79,307.567,30.0,9227
80,310.9,30.0,9327
81,317.667,30.0,9530
82,322.333,30.0,9669
83,326.5,30.0,9795
84,329.7,30.0,9891
85,333.067,30.0,9992
86,335.5,30.0,10065
87,337.4,30.0,10122
88,344.4,30.0,10332
89,350.333,30.0,10509
90,354.533,30.0,10635
91,356.933,30.0,10707
92,358.8,30.0,10764
93,361.7,30.0,10851
94,363.967,30.0,10919
95,365.267,30.0,10958
96,368.9,30.0,11067
97,371.3,30.0,11139
98,373.767,30.0,11213
99,377.533,30.0,11325
100,380.6,30.0,11418
101,383.167,30.0,11495
102,385.933,30.0,11577
103,390.933,30.0,11727
104,392.733,30.0,11781
105,395.967,30.0,11879
106,398.967,30.0,11969
107,401.9,30.0,12057
108,405.933,30.0,12177
109,409.7,30.0,12291
110,412.0,30.0,12360
111,418.267,30.0,12548
112,424.267,30.0,12728
113,427.333,30.0,12819
114,432.1,30.0,12963
115,439.1,30.0,13173
116,440.933,30.0,13227
117,444.067,30.0,13322
118,446.067,30.0,13382
119,450.0,30.0,13500
120,452.0,30.0,13560
121,452.8,30.0,13584
122,455.867,30.0,13676
123,458.967,30.0,13769
124,460.6,30.0,13818
125,462.7,30.0,13881
126,465.933,30.0,13977
127,469.1,30.0,14073
128,472.067,30.0,14162
129,475.267,30.0,14258
130,478.333,30.0,14349
131,483.567,30.0,14507
132,483.8,30.0,14514
133,484.8,30.0,14544
134,489.167,30.0,14675
135,490.533,30.0,14715
136,492.0,30.0,14760
137,497.0,30.0,14910
138,502.267,30.0,15068
139,509.267,30.0,15278
140,514.567,30.0,15437
141,521.5,30.0,15645
142,528.067,30.0,15842
143,533.0,30.0,15990
144,538.267,30.0,16148
145,541.267,30.0,16238
146,545.733,30.0,16371
147,546.6,30.0,16398
148,549.867,30.0,16496
149,550.6,30.0,16518
150,553.0,30.0,16590
151,555.8,30.0,16674
152,558.733,30.0,16761
153,561.967,30.0,16859
154,568.2,30.0,17046
155,573.333,30.0,17199
156,574.867,30.0,17246
157,577.867,30.0,17336
158,582.2,30.0,17466
159,584.767,30.0,17543
160,589.5,30.0,17685
161,595.7,30.0,17871
162,601.5,30.0,18045
163,606.367,30.0,18191
164,608.867,30.0,18266
165,611.333,30.0,18339
166,616.367,30.0,18491
167,621.733,30.0,18651
168,624.4,30.0,18732
169,627.533,30.0,18825
170,628.533,30.0,18855
171,633.533,30.0,19005
172,639.333,30.0,19179
173,642.333,30.0,19269
174,646.8,30.0,19404
175,653.8,30.0,19614
176,657.367,30.0,19721
177,661.367,30.0,19841
178,667.0,30.0,20010
179,671.167,30.0,20135
180,677.0,30.0,20310
181,683.533,30.0,20505
182,688.9,30.0,20667
183,693.3,30.0,20799
184,695.3,30.0,20859
185,701.3,30.0,21039
186,704.467,30.0,21134
187,707.5,30.0,21225
188,712.933,30.0,21387
189,714.5,30.0,21435
190,720.0,30.0,21600
191,720.967,30.0,21629
192,725.8,30.0,21774
193,727.4,30.0,21822
194,731.533,30.0,21945
195,736.4,30.0,22092
196,741.667,30.0,22250
197,743.4,30.0,22302
198,747.2,30.0,22416
199,749.2,30.0,22476
200,753.5,30.0,22605
201,760.5,30.0,22815
202,764.5,30.0,22935
203,770.733,30.0,23121
204,776.067,30.0,23282
205,781.0,30.0,23430
206,786.2,30.0,23586
207,787.167,30.0,23615
208,790.8,30.0,23724
209,792.267,30.0,23768
210,795.7,30.0,23871
211,799.767,30.0,23993
212,802.7,30.0,24081
213,807.733,30.0,24231
214,808.067,30.0,24242
215,811.067,30.0,24332
216,815.267,30.0,24458
217,819.367,30.0,24581
218,822.167,30.0,24665
219,825.733,30.0,24771
220,832.733,30.0,24981
221,838.133,30.0,25143
222,845.1,30.0,25353
223,850.4,30.0,25512
224,854.733,30.0,25641
225,855.9,30.0,25677
226,861.9,30.0,25857
227,868.867,30.0,26066
228,875.867,30.0,26276
229,880.567,30.0,26417
230,883.567,30.0,26507
231,890.567,30.0,26717
232,896.4,30.0,26892
233,903.4,30.0,27102
234,908.4,30.0,27252
235,914.4,30.0,27432
236,920.567,30.0,27617
237,926.567,30.0,27797
238,933.567,30.0,28007
239,937.567,30.0,28127
240,941.0,30.0,28230
241,946.267,30.0,28388
242,949.667,30.0,28490
243,951.867,30.0,28556
244,954.667,30.0,28640
245,956.733,30.0,28701
246,958.967,30.0,28769
247,960.567,30.0,28817
248,962.567,30.0,28877
249,965.333,30.0,28959
250,966.667,30.0,29000
251,968.567,30.0,29057
252,970.4,30.0,29112
253,972.333,30.0,29169
254,977.9,30.0,29337
255,980.9,30.0,29427
256,983.367,30.0,29501
257,985.933,30.0,29577
258,987.8,30.0,29634
259,990.667,30.0,29720
260,994.733,30.0,29841
261,1001.4,30.0,30042
262,1004.4,30.0,30132
263,1007.4,30.0,30222
264,1014.17,30.0,30425
265,1018.4,30.0,30552
266,1023.4,30.0,30702
267,1029.77,30.0,30893
268,1035.4,30.0,31062
269,1035.9,30.0,31077
270,1039.9,30.0,31197
271,1046.9,30.0,31407
272,1053.8,30.0,31614
273,1056.8,30.0,31704
274,1061.8,30.0,31854
275,1065.9,30.0,31977
276,1070.07,30.0,32102
277,1075.57,30.0,32267
278,1080.2,30.0,32406
279,1082.37,30.0,32471
280,1086.5,30.0,32595
281,1089.0,30.0,32670
282,1092.0,30.0,32760
283,1094.6,30.0,32838
284,1098.6,30.0,32958
285,1100.67,30.0,33020
286,1103.5,30.0,33105
287,1108.5,30.0,33255
288,1115.5,30.0,33465
289,1120.5,30.0,33615
290,1125.37,30.0,33761
1,0.0,30.0,0
2,3.0,30.0,90
3,10.0,30.0,300
4,13.8,30.0,414
5,18.4,30.0,552
6,20.7667,30.0,623
7,22.0667,30.0,662
8,25.9,30.0,777
9,28.9,30.0,867
10,30.9333,30.0,927
11,35.8,30.0,1074
12,40.2667,30.0,1208
13,42.4,30.0,1272
14,43.8,30.0,1314
15,48.8,30.0,1464
16,55.8,30.0,1674
17,60.7333,30.0,1821
18,64.0667,30.0,1922
19,69.9667,30.0,2099
20,72.9667,30.0,2189
21,78.4667,30.0,2354
22,81.4667,30.0,2444
23,86.4,30.0,2592
24,87.8667,30.0,2636
25,90.8667,30.0,2726
26,94.1667,30.0,2825
27,96.1,30.0,2883
28,98.0667,30.0,2942
29,102.3,30.0,3069
30,105.967,30.0,3179
31,107.567,30.0,3227
32,113.8,30.0,3414
33,117.533,30.0,3525
34,119.8,30.0,3594
35,121.867,30.0,3656
36,124.3,30.0,3729
37,127.967,30.0,3839
38,133.467,30.0,4004
39,136.467,30.0,4094
40,139.567,30.0,4187
41,144.1,30.0,4323
42,146.167,30.0,4385
43,149.267,30.0,4478
44,153.0,30.0,4590
45,155.5,30.0,4665
46,157.733,30.0,4731
47,160.8,30.0,4824
48,166.767,30.0,5003
49,169.767,30.0,5093
50,173.767,30.0,5213
51,176.767,30.0,5303
52,180.167,30.0,5405
53,182.333,30.0,5469
54,183.5,30.0,5505
55,189.9,30.0,5697
56,192.3,30.0,5769
57,194.4,30.0,5832
58,201.4,30.0,6042
59,207.4,30.0,6222
60,210.4,30.0,6312
61,215.867,30.0,6476
62,217.8,30.0,6534
63,220.467,30.0,6614
64,225.467,30.0,6764
65,229.333,30.0,6879
66,230.333,30.0,6909
67,236.0,30.0,7080
68,237.4,30.0,7122
69,241.667,30.0,7250
70,248.167,30.0,7445
71,251.467,30.0,7544
72,252.5,30.0,7575
73,254.967,30.0,7649
74,259.333,30.0,7779
75,263.367,30.0,7901
76,266.267,30.0,7988
77,268.7,30.0,8061
78,271.7,30.0,8151
79,278.7,30.0,8361
80,285.367,30.0,8561
81,291.7,30.0,8751
82,294.867,30.0,8846
83,298.4,30.0,8952
84,303.0,30.0,9090
85,308.767,30.0,9263
86,312.933,30.0,9387
87,314.4,30.0,9432
88,317.167,30.0,9515
89,318.567,30.0,9557
90,325.567,30.0,9767
91,329.567,30.0,9887
92,335.4,30.0,10062
93,341.667,30.0,10250
94,347.4,30.0,10422
95,348.567,30.0,10457
96,355.067,30.0,10652
97,361.2,30.0,10836
98,364.367,30.0,10931
99,365.867,30.0,10976
100,367.567,30.0,11027
101,370.2,30.0,11106
102,377.2,30.0,11316
103,383.2,30.0,11496
104,389.2,30.0,11676
105,393.4,30.0,11802
106,399.2,30.0,11976
107,400.2,30.0,12006
108,403.467,30.0,12104
109,405.2,30.0,12156
110,409.5,30.0,12285
111,414.267,30.0,12428
112,416.267,30.0,12488
113,421.367,30.0,12641
114,422.867,30.0,12686
115,427.067,30.0,12812
116,430.267,30.0,12908
117,432.133,30.0,12963
118,435.8,30.0,13074
119,439.4,30.0,13182
120,445.267,30.0,13358
121,448.267,30.0,13448
122,451.933,30.0,13557
123,453.667,30.0,13610
124,460.667,30.0,13820
125,467.3,30.0,14019
126,472.333,30.0,14169
127,475.5,30.0,14265
128,480.767,30.0,14423
129,482.2,30.0,14466
130,486.133,30.0,14583
131,489.133,30.0,14673
132,492.7,30.0,14781
133,496.7,30.0,14901
134,498.567,30.0,14957
135,505.367,30.0,15161
136,509.067,30.0,15272
137,511.133,30.0,15333
138,512.133,30.0,15363
139,513.2,30.0,15396
140,515.533,30.0,15465
141,519.533,30.0,15585
142,521.367,30.0,15641
143,522.733,30.0,15681
144,527.0,30.0,15810
145,531.2,30.0,15936
146,533.567,30.0,16007
147,540.567,30.0,16217
148,546.567,30.0,16397
149,553.467,30.0,16604
150,558.2,30.0,16746
151,561.733,30.0,16851
152,566.6,30.0,16998
153,567.6,30.0,17028
154,571.567,30.0,17147
155,574.0,30.0,17220
156,580.0,30.0,17400
157,583.1,30.0,17493
158,588.733,30.0,17661
159,589.733,30.0,17691
160,592.767,30.0,17783
161,597.133,30.0,17913
162,603.333,30.0,18099
163,610.3,30.0,18309
164,614.267,30.0,18428
165,616.3,30.0,18489
166,618.467,30.0,18554
167,625.467,30.0,18764
168,629.167,30.0,18875
169,636.133,30.0,19083
170,639.333,30.0,19179
171,643.667,30.0,19310
172,647.8,30.0,19434
173,650.567,30.0,19517
174,655.3,30.0,19659
175,661.667,30.0,19850
176,664.267,30.0,19928
177,666.733,30.0,20001
178,669.5,30.0,20085
179,672.867,30.0,20186
180,677.267,30.0,20318
181,681.267,30.0,20438
182,685.967,30.0,20579
183,688.967,30.0,20669
184,694.967,30.0,20849
185,700.0,30.0,21000
186,706.3,30.0,21189
187,711.533,30.0,21345
188,712.7,30.0,21381
189,716.7,30.0,21501
190,720.767,30.0,21623
191,723.3,30.0,21699
192,727.067,30.0,21812
193,730.0,30.0,21900
194,734.967,30.0,22049
195,736.9,30.0,22107
196,740.767,30.0,22223
197,747.767,30.0,22433
198,751.567,30.0,22547
199,757.2,30.0,22716
200,761.933,30.0,22857
201,767.367,30.0,23021
202,768.367,30.0,23051
203,771.367,30.0,23141
204,776.367,30.0,23291
205,783.3,30.0,23499
206,787.467,30.0,23624
207,794.467,30.0,23834
208,801.467,30.0,24044
209,806.067,30.0,24182
210,809.4,30.0,24282
211,813.6,30.0,24408
212,820.133,30.0,24603
213,823.133,30.0,24693
214,827.9,30.0,24837
215,829.367,30.0,24881
216,832.2,30.0,24966
217,834.9,30.0,25047
218,839.1,30.0,25173
219,841.867,30.0,25256
220,846.767,30.0,25403
221,849.767,30.0,25493
222,854.067,30.0,25622
223,857.667,30.0,25730
224,860.933,30.0,25827
225,866.4,30.0,25992
226,867.5,30.0,26025
227,868.7,30.0,26061
228,870.733,30.0,26121
229,873.7,30.0,26211
230,875.9,30.0,26277
231,879.667,30.0,26390
232,884.367,30.0,26531
233,886.167,30.0,26585
234,893.167,30.0,26795
235,898.8,30.0,26964
236,904.767,30.0,27143
237,909.8,30.0,27294
238,910.8,30.0,27324
239,917.267,30.0,27518
240,921.533,30.0,27645
241,923.767,30.0,27713
242,926.9,30.0,27807
243,931.4,30.0,27942
244,938.4,30.0,28152
245,943.2,30.0,28296
246,950.2,30.0,28506
247,953.2,30.0,28596
248,957.8,30.0,28734
249,963.8,30.0,28914
250,970.8,30.0,29124
251,974.5,30.0,29235
252,976.667,30.0,29300
253,980.9,30.0,29427
254,987.9,30.0,29637
255,992.9,30.0,29787
256,999.9,30.0,29997
257,1006.9,30.0,30207
258,1012.67,30.0,30380
259,1017.0,30.0,30510
260,1021.47,30.0,30644
261,1024.27,30.0,30728
262,1026.4,30.0,30792
263,1028.73,30.0,30861
264,1031.67,30.0,30950
265,1034.33,30.0,31029
266,1037.27,30.0,31118
267,1039.8,30.0,31194
268,1042.0,30.0,31260
269,1044.8,30.0,31344
270,1046.97,30.0,31409
271,1048.97,30.0,31469
272,1055.97,30.0,31679
273,1062.97,30.0,31889
274,1067.87,30.0,32036
275,1074.87,30.0,32246
276,1080.37,30.0,32411
277,1085.37,30.0,32561
278,1089.77,30.0,32693
279,1093.13,30.0,32793
280,1096.37,30.0,32891
281,1102.0,30.0,33060
282,1106.73,30.0,33201
283,1113.73,30.0,33411
284,1118.53,30.0,33555
285,1122.0,30.0,33660
286,1129.0,30.0,33870
287,1132.53,30.0,33975
288,1137.4,30.0,34122
289,1143.53,30.0,34305
290,1150.47,30.0,34514
291,1157.47,30.0,34724
292,1161.97,30.0,34859
293,1165.97,30.0,34979
294,1170.97,30.0,35129
295,1176.97,30.0,35309
296,1180.17,30.0,35405
297,1183.17,30.0,35495
298,1188.5,30.0,35655
299,1189.5,30.0,35685
300,1195.0,30.0,35850
301,1196.0,30.0,35880
302,1200.77,30.0,36023
303,1203.77,30.0,36113
304,1208.33,30.0,36249
305,1212.17,30.0,36365
306,1215.6,30.0,36468
307,1218.73,30.0,36561
308,1223.5,30.0,36705
309,1225.5,30.0,36765
310,1232.5,30.0,36975
311,1237.17,30.0,37115
312,1244.17,30.0,37325
313,1248.8,30.0,37464
314,1253.13,30.0,37593
315,1257.2,30.0,37716
316,1259.13,30.0,37773
317,1260.8,30.0,37824
318,1262.33,30.0,37869
319,1264.8,30.0,37944
320,1267.93,30.0,38037
321,1270.0,30.0,38100
322,1272.6,30.0,38178
323,1275.4,30.0,38262
324,1276.77,30.0,38303
325,1278.6,30.0,38358
326,1281.3,30.0,38439
327,1283.3,30.0,38499
328,1285.27,30.0,38558
329,1286.4,30.0,38592
330,1287.93,30.0,38637
331,1291.93,30.0,38757
332,1296.93,30.0,38907
1,0.0,25.0,0
2,6.0,25.0,150
3,12.0,25.0,300
4,17.44,25.0,436
5,18.0,25.0,450
6,22.52,25.0,563
7,24.0,25.0,600
8,27.48,25.0,687
9,30.0,25.0,750
10,32.32,25.0,808
11,36.0,25.0,900
12,42.0,25.0,1050
13,48.0,25.0,1200
14,54.0,25.0,1350
15,59.24,25.0,1481
16,60.0,25.0,1500
17,65.04,25.0,1626
18,66.0,25.0,1650
19,68.24,25.0,1705
20,70.6,25.0,1764
21,72.0,25.0,1800
22,73.2,25.0,1830
23,74.72,25.0,1868
24,78.0,25.0,1950
25,82.52,25.0,2063
26,84.0,25.0,2100
27,85.24,25.0,2131
28,90.0,25.0,2250
29,94.64,25.0,2366
30,96.0,25.0,2400
31,102.0,25.0,2550
32,108.0,25.0,2700
33,113.0,25.0,2825
34,114.0,25.0,2850
35,114.6,25.0,2865
36,120.0,25.0,3000
37,126.0,25.0,3150
38,126.16,25.0,3154
39,132.0,25.0,3300
40,136.56,25.0,3414
41,138.0,25.0,3450
42,138.6,25.0,3465
43,141.08,25.0,3527
44,142.52,25.0,3563
45,144.0,25.0,3600
46,144.64,25.0,3615
47,149.56,25.0,3739
48,150.0,25.0,3750
49,151.88,25.0,3797
50,154.48,25.0,3861
51,156.0,25.0,3900
52,156.44,25.0,3911
53,159.68,25.0,3992
54,162.0,25.0,4050
55,162.2,25.0,4054
56,164.24,25.0,4106
57,166.36,25.0,4159
58,167.44,25.0,4186
59,168.0,25.0,4200
60,169.24,25.0,4231
61,173.28,25.0,4332
62,174.0,25.0,4350
63,175.2,25.0,4380
64,176.6,25.0,4415
65,178.2,25.0,4455
66,179.36,25.0,4484
67,180.0,25.0,4500
68,186.0,25.0,4650
69,192.0,25.0,4800
70,198.0,25.0,4950
71,204.0,25.0,5100
72,210.0,25.0,5250
73,216.0,25.0,5400
74,222.0,25.0,5550
75,228.0,25.0,5700
76,230.68,25.0,5767
77,234.0,25.0,5850
78,240.0,25.0,6000
79,246.0,25.0,6150
80,248.88,25.0,6222
81,252.0,25.0,6300
82,258.0,25.0,6450
83,264.0,25.0,6600
84,266.16,25.0,6654
85,270.0,25.0,6750
86,276.0,25.0,6900
87,276.24,25.0,6906
88,278.48,25.0,6962
89,282.0,25.0,7050
90,288.0,25.0,7200
91,294.0,25.0,7350
92,300.0,25.0,7500
93,306.0,25.0,7650
94,312.0,25.0,7800
95,318.0,25.0,7950
96,324.0,25.0,8100
97,330.0,25.0,8250
98,336.0,25.0,8400
99,342.0,25.0,8550
